t_index	term	df
1654	cameroon	2
1655	camouflag	7
1656	camp	49
1657	campaign	155
1658	campbel	1
1659	campfir	3
1660	campground	1
1661	campu	2
1662	can	2
1663	canada	14
1664	canal	21
1665	canberra	1
1666	cancel	38
1667	cancer	45
1668	candid	135
1669	candidaci	15
1670	candiotti	2
1671	candl	3
1672	candlelight	4
1673	cando	2
1674	candor	2
1675	cane	2
1676	canist	2
1677	cannaday	3
1678	cannistraro	4
1679	cannon	3
1680	canon	1
1681	canopi	2
1682	canton	1
1683	cantwel	4
1684	canva	3
1685	canvass	3
1686	cap	19
1687	capabl	25
1688	capac	15
1689	cape	2
1690	capit	159
1691	capitalist	2
1692	capitol	28
1693	capitul	1
1694	capp	1
1695	capriati	33
1696	capsul	2
1697	capt	30
1698	captain	27
1699	captiv	6
1700	captor	4
1701	captur	58
1702	car	97
1703	caraca	2
1704	carat	1
1705	caravan	3
1706	carbomb	1
1707	carbon	2
1708	card	21
1709	cardboard	1
1710	cardiopulmonari	1
1711	care	84
1712	career	48
1713	careerend	1
1714	careerhigh	1
1715	carefullypreserv	1
1716	caretak	4
1717	carey	1
1718	cargo	12
1719	caribbean	2
1720	carin	1
1721	cario	1
1722	carjack	2
1723	carl	4
1724	carlo	29
1725	carlson	1
1726	carlton	1
1727	carman	1
1728	carmelo	2
1729	carmen	4
1730	carmodi	4
1731	carnahan	66
1732	carnahand	1
1733	carnivallik	1
1734	carol	6
1735	carolina	5
1736	carpent	7
1737	carper	8
1738	carpet	3
1739	carpetbagg	2
1740	carr	1
1741	carri	182
1742	carrier	20
1743	carrol	2
1744	carrot	1
1745	carsiz	1
1746	carson	5
1747	cart	1
1748	carter	10
1749	carthag	2
1750	carv	9
1751	carver	1
1752	case	2
1753	casebycas	1
1754	casetch	1
1755	cash	22
1756	cashier	1
1757	cashstrap	3
1758	casino	1
1759	casket	16
1760	cast	47
1761	castellano	2
1762	castiel	1
1763	castil	1
1764	castleburi	4
1765	castro	8
1766	casual	2
1767	casualti	22
1768	cat	2
1769	cataclysm	1
1770	catalyst	1
1771	catastroph	12
1772	catcal	1
1773	catch	15
1774	catchup	1
1775	cate	4
1776	categor	1
1777	categori	1
1778	caterpillar	2
1779	cathedr	1
1780	catherin	3
1781	cathi	1
1782	cathol	7
1783	cattl	2
1784	caucasian	2
1785	caught	46
1786	caus	79
1787	caution	18
1788	cautiou	19
1789	cautious	2
1790	cave	3
1791	cavern	1
1792	cavort	1
1793	cawl	3
1794	cayman	3
1795	cb	4
1796	cbsnew	1
1797	cbss	1
1798	cd	1
1799	ceas	7
1800	ceasefir	7
1801	ceaselessli	2
1802	ceausescu	1
1803	cecil	1
1804	cedar	2
1805	cede	3
1806	cedomir	1
1807	cedric	6
1808	ceil	2
1809	celebr	83
1810	celebrateor	1
1811	celera	1
1812	celest	1
1813	cell	23
1814	cellblock	1
1815	cellphon	2
1816	cellular	10
1817	cement	6
1818	cementreinforc	1
1819	cemeteri	8
1820	censor	2
1821	censorship	2
1822	cent	1
1823	center	140
1824	centercourt	4
1825	centerleft	1
1826	centerpiec	2
1827	centigrad	1
1828	centimet	1
1829	central	84
1830	centrist	6
1831	centuri	24
1832	ceo	1
1833	ceremoni	52
1834	cerf	9
1835	cerna	3
1836	certainti	4
1837	certif	3
1838	certifi	3
1839	cesar	2
1840	cessat	1
1841	cessna	7
1842	cetera	1
1843	cetinj	1
1844	cha	1
1845	chad	1
1846	chadwick	2
1847	chafe	3
1848	chagrin	1
1849	chain	10
1850	chair	17
1851	chairman	55
1852	chairmen	3
1853	chalk	2
1854	challeng	84
1855	chamber	16
1856	chamberlain	2
1857	chameleon	1
1858	champ	9
1859	champion	55
1860	championship	7
1861	chanc	99
1862	chancellor	5
1863	chanda	3
1864	chandeli	2
1865	chandler	6
1866	chandrika	1
1867	chang	128
1868	changeov	9
1869	channel	18
1870	chant	31
1871	chao	36
1872	chaotic	7
1873	chap	2
1874	chapel	4
1875	chaplain	7
1876	chaplin	1
1877	chappaqua	11
1878	chapter	7
1879	char	3
1880	charact	13
1881	character	7
1882	characterist	5
1883	charad	1
1884	charg	193
1885	charisma	2
1886	charit	5
1887	chariti	5
1888	charl	24
1889	charleston	2
1890	charlestown	1
1891	charli	2
1892	charlott	2
1893	chart	2
1894	charter	7
1895	chase	22
1896	chasm	2
1897	chat	5
1898	chattanooga	1
1899	chatti	1
1900	chau	1
1901	chauffeur	1
1902	chavez	4
1903	cheap	1
1904	cheat	11
1905	chebeck	8
1906	chechnya	8
1907	check	40
1908	checker	1
1909	checkpoint	2
1910	checkup	3
1911	cheek	1
1912	cheer	34
1913	cheerlead	2
1914	chees	1
1915	chef	2
1916	chela	4
1917	chell	1
1918	chelsea	17
1919	chemic	7
1920	chemistri	3
1921	chemotherapi	1
1922	cheney	31
1923	cheri	12
1924	cherish	2
1925	chernomyrdin	2
1926	cheroke	3
1927	cheron	3
1928	cherri	2
1929	chesapeak	1
1930	chest	8
1931	chetna	1
1932	chetsov	1
1933	chew	1
1934	chi	25
1935	chic	1
1936	chicago	6
1937	chicken	2
1938	chide	1
1939	chief	196
1940	chiefli	3
1941	child	46
1942	childhood	4
1943	children	69
1944	chile	8
1945	chill	13
1946	chilli	5
1947	chillicoth	1
1948	china	31
1949	chinayugoslavia	2
1950	chines	10
1951	chineseamerican	2
1952	ching	1
1953	chink	1
1954	chino	1
1955	chip	8
1956	chirac	6
1957	chisel	1
1958	chizhov	1
1959	chizov	1
1960	chladkova	3
1961	chlorin	4
1962	chocol	1
1963	choi	1
1964	choic	41
1965	chok	1
1966	choke	7
1967	cholera	1
1968	chomp	1
1969	chon	1
1970	choos	18
1971	chopper	1
1972	chopstick	1
1973	choreograph	1
1974	chorichech	1
1975	choru	1
1976	chose	13
1977	chosen	14
1978	chouchescu	1
1979	chow	1
1980	chri	34
1981	chrisdorton	1
1982	christen	3
1983	christi	4
1984	christian	27
1985	christina	3
1986	christma	61
1987	christmasev	1
1988	christoph	17
1989	chronic	2
1990	chronicl	2
1991	chrysanthemum	1
1992	chu	1
1993	chubbi	2
1994	chuck	9
1995	chuckl	2
1996	chudakova	3
1997	chunk	4
1998	church	43
1999	churchvil	1
2000	cia	25
2001	cienfuego	1
2002	cigarett	2
2003	cinder	1
2004	cinderblock	3
2005	cinema	2
2006	circl	19
2007	circu	3
2008	circuit	8
2009	circul	8
2010	circumst	32
2011	circumstanti	2
2012	circumv	3
2013	cisnero	7
2014	ciss	1
2015	citadel	1
2016	citat	2
2017	cite	38
2018	citi	217
2019	citiestown	3
2020	citizen	73
2021	citizenri	2
2022	citizenship	10
2023	citywid	1
2024	civic	4
2025	civil	61
2026	civilian	52
2027	cj	1
2028	clad	1
2029	claiborn	1
2030	claim	129
2031	clair	6
2032	clamber	5
2033	clamor	3
2034	clandestin	2
2035	clap	1
2036	clarenc	1
2037	clarifi	3
2038	clariti	1
2039	clark	41
2040	clarkston	1
2041	clash	54
2042	clasp	1
2043	class	29
2044	classic	7
2045	classifi	36
2046	classmat	2
2047	classroom	2
2048	clavet	1
2049	claw	6
2050	clay	4
2051	claycourt	1
2052	clean	23
2053	cleanair	1
2054	cleanli	1
2055	cleans	6
2056	clear	32
2057	clearanc	5
2058	clearer	4
2059	clearest	1
2060	cleavag	1
2061	cleaver	1
2062	clemenc	31
2063	clement	24
2064	clergi	2
2065	cleric	3
2066	clerk	6
2067	cleveland	1
2068	clever	4
2069	cleverli	1
2070	click	2
2071	client	9
2072	cliffhang	1
2073	clifford	2
2074	clijster	11
2075	climact	1
2076	climat	3
2077	climatecontrol	1
2078	climax	4
2079	climb	22
2080	clime	1
2081	clinch	2
2082	cling	8
2083	clinic	8
2084	clink	1
2085	clinton	271
2086	clintonesqu	1
2087	clintongor	1
2088	clintonit	1
2089	clintonlazio	2
2090	clip	2
2091	clister	1
2092	cloak	1
2093	clock	8
2094	clod	1
2095	clodfelt	4
2096	clog	1
2097	cloister	1
2098	cloner	1
2099	closabl	1
2100	close	252
2101	closeddoor	6
2102	closeknit	1
2103	closemouth	1
2104	closer	29
2105	closest	32
2106	closet	1
2107	closeup	1
2108	closhg	1
2109	closur	7
2110	cloth	44
2111	cloud	21
2112	cloudless	1
2113	clout	4
2114	clown	1
2115	clton	1
2116	club	15
2117	clue	27
2118	clump	1
2119	clumsi	1
2120	clung	2
2121	cluster	4
2122	clutch	4
2123	clyde	1
2124	cmc	1
2125	cmdr	35
2126	cnn	49
2127	coach	15
2128	coachlight	8
2129	coal	31
2130	coalfir	1
2131	coalit	34
2132	coalitionbuild	1
2133	coalmin	1
2134	coast	106
2135	coastal	10
2136	coastlin	9
2137	coat	8
2138	coauthor	1
2139	coax	3
2140	cobar	1
2141	coburn	4
2142	coca	2
2143	cocain	8
2144	cochran	4
2145	cochranvil	1
2146	cock	6
2147	cocker	1
2148	cocktail	3
2149	coco	2
2150	cocoa	14
2151	cocodi	3
2152	code	7
2153	codefend	1
2154	codi	5
2155	codirector	1
2156	coercion	1
2157	coetzer	16
2158	coetzerhingi	2
2159	coexist	1
2160	coey	1
2161	coffe	25
2162	coffeepick	1
2163	coffeerel	1
2164	coffer	2
2165	coffield	1
2166	coffin	14
2167	cognac	1
2168	cohen	56
2169	coher	1
2170	cohes	3
2171	cohort	1
2172	coil	2
2173	coin	3
2174	coincid	6
2175	coincident	1
2176	cojustic	1
2177	coker	1
2178	coki	2
2179	col	18
2180	cold	43
2181	coldblood	1
2182	cole	290
2183	coleman	1
2184	coler	7
2185	colin	7
2186	colina	23
2187	collabor	3
2188	collag	1
2189	collaps	86
2190	collarpin	1
2191	collat	2
2192	colleagu	23
2193	collect	32
2194	collector	5
2195	colleg	34
2196	collegeag	1
2197	coller	4
2198	collid	7
2199	collin	2
2200	collis	20
2201	collus	1
2202	colo	9
2203	colobora	1
2204	colombia	10
2205	colombian	3
2206	colon	4
2207	coloni	20
2208	colonna	1
2209	color	13
2210	colorado	24
2211	columbia	14
2212	columbin	1
2213	column	7
2214	columnist	1
2215	comasagua	5
2216	comb	10
2217	combat	22
2218	combin	20
2219	combrat	1
2220	come	82
2221	comeback	17
2222	comedian	1
2223	comefrombehind	1
2224	comen	1
2225	comfort	25
2226	comic	1
2227	command	127
2228	commando	5
2229	commemor	7
2230	commenc	1
2231	commend	3
2232	comment	82
2233	commentari	5
2234	commerc	10
2235	commerci	38
2236	comminut	1
2237	commiss	94
2238	commissari	2
2239	commission	15
2240	commit	89
2241	committe	79
2242	commod	11
2243	common	36
2244	commonli	5
2245	commonsens	3
2246	commot	1
2247	commun	113
2248	communiqu	5
2249	communist	58
2250	communistrul	1
2251	communistrun	1
2252	communistturnedsocialist	1
2253	commut	20
2254	compact	1
2255	compani	76
2256	companion	4
2257	companionship	4
2258	compar	31
2259	comparison	9
2260	compart	38
2261	compass	5
2262	compassion	3
2263	compel	10
2264	compens	3
2265	compensatori	1
2266	compet	16
2267	competit	22
2268	competitor	2
2269	compil	4
2270	complac	4
2271	complain	40
2272	complaint	21
2273	complement	2
2274	complet	104
2275	complex	41
2276	compli	5
2277	complianc	2
2278	complic	31
2279	compliment	5
2280	compos	1
2281	composit	4
2282	composur	5
2283	compound	30
2284	comprehend	1
2285	comprehens	5
2286	compress	1
2287	compris	3
2288	compromis	16
2289	compuls	1
2290	comput	22
2291	computerlink	1
2292	comrad	7
2293	con	4
2294	conceal	10
2295	conced	49
2296	conceiv	9
2297	concentr	20
2298	concept	7
2299	concern	104
2300	concert	7
2301	concess	16
2302	conchita	3
2303	concili	2
2304	conciliatori	3
2305	conclud	47
2306	conclus	31
2307	concret	38
2308	concur	1
2309	concuss	1
2310	condemn	24
2311	condit	138
2312	condol	15
2313	condoleezza	1
2314	condon	2
2315	conduct	51
2316	conduit	1
2317	confer	68
2318	confess	10
2319	confetti	6
2320	confettilik	1
2321	confettis	1
2322	confid	60
2323	confidenti	1
2324	configur	1
2325	confin	6
2326	confirm	117
2327	confisc	1
2328	conflict	46
2329	conform	1
2330	confound	2
2331	confront	39
2332	confus	22
2333	cong	1
2334	congeni	1
2335	congest	5
2336	congo	2
2337	congratul	29
2338	congreg	1
2339	congress	112
2340	congression	39
2341	congressman	42
2342	congressmen	1
2343	congresswoman	2
2344	conjunct	2
2345	conn	1
2346	connal	24
2347	connect	66
2348	connecticut	13
2349	connelli	1
2350	connett	1
2351	conni	7
2352	conniv	1
2353	connoli	1
2354	connolli	1
2355	connor	1
2356	conquer	1
2357	conqueror	3
2358	conquest	2
2359	conrad	6
2360	conscienc	3
2361	consciou	4
2362	conscious	2
2363	consecut	27
2364	consensu	9
2365	consent	2
2366	consequ	18
2367	consequenti	1
2368	conserv	19
2369	conservat	1
2370	conservationist	1
2371	consid	71
2372	consider	28
2373	consign	1
2374	consist	14
2375	consistu	1
2376	consol	8
2377	consolid	13
2378	consortium	7
2379	conspicu	2
2380	conspir	6
2381	conspiraci	18
2382	constant	10
2383	constantinescu	1
2384	constantli	10
2385	constern	1
2386	constitu	5
2387	constitut	105
2388	constrain	1
2389	constrict	1
2390	construct	30
2391	consul	10
2392	consular	3
2393	consult	20
2394	consum	4
2395	consumpt	1
2396	contact	38
2397	contain	30
2398	contamin	1
2399	contempl	4
2400	contemporari	2
2401	contempt	9
2402	contend	25
2403	content	20
2404	contenti	4
2405	contest	44
2406	context	10
2407	contin	6
2408	continent	1
2409	conting	4
2410	continu	230
2411	contort	1
2412	contract	26
2413	contractor	4
2414	contradict	6
2415	contrari	7
2416	contrast	5
2417	contribut	47
2418	contributor	5
2419	contrit	1
2420	contriv	1
2421	control	170
2422	controversi	34
2423	conven	8
2424	conveni	16
2425	convent	8
2426	converg	14
2427	convers	18
2428	convert	5
2429	convey	3
2430	convict	123
2431	convictsgetaway	1
2432	convinc	27
2433	convincingli	1
2434	convok	1
2435	convoy	14
2436	cooey	1
2437	cook	20
2438	cool	5
2439	cooler	2
2440	coolingoff	3
2441	coon	1
2442	cooper	77
2443	coopt	1
2444	coordin	27
2445	cop	1
2446	cope	9
2447	copi	19
2448	copper	2
2449	coproduct	6
2450	copsstyl	1
2451	cord	1
2452	cordial	3
2453	cordillera	1
2454	cordon	10
2455	core	10
2456	corech	1
2457	coretta	1
2458	corey	2
2459	cori	3
2460	corina	4
2461	corn	2
2462	cornahaim	1
2463	cornaheim	1
2464	cornard	1
2465	corner	34
2466	cornerston	1
2467	cornett	2
2468	corni	1
2469	cornwal	1
2470	corollari	1
2471	coron	2
2472	corp	16
2473	corpor	15
2474	corps	13
2475	corpu	1
2476	corral	1
2477	correct	24
2478	correctli	5
2479	correl	4
2480	correspond	25
2481	corridor	2
2482	corros	3
2483	corrug	1
2484	corrugatediron	1
2485	corrupt	78
2486	corzin	13
2487	cosbi	1
2488	cosic	1
2489	cosmeniov	1
2490	cosminov	1
2491	cost	41
2492	costa	4
2493	costello	1
2494	costelow	1
2495	costli	5
2496	costliest	3
2497	cot	4
2498	coteri	1
2499	cotibua	1
2500	coton	1
2501	cotton	7
2502	couch	2
2503	coue	1
2504	couldv	1
2505	coulibali	9
2506	council	43
2507	councilman	1
2508	counsel	24
2509	counselor	2
2510	count	79
2511	counter	19
2512	counterattack	4
2513	counterintellig	4
2514	counternarcot	1
2515	counterpart	5
2516	counterpunch	2
2517	counterrevolutionari	1
2518	counterterror	11
2519	counti	35
2520	countless	1
2521	countri	411
2522	countryman	7
2523	countrymen	8
2524	countrysid	15
2525	countryspan	1
2526	coup	43
2527	coupdetour	1
2528	coupl	40
2529	courag	11
2530	courier	3
2531	cours	1
2532	court	190
2533	courtappoint	2
2534	courtesi	1
2535	courthous	4
2536	courtland	1
2537	courtroom	7
2538	courtsid	2
2539	courtyard	6
2540	cousin	4
2541	coustunitza	1
2542	coven	1
2543	cover	66
2544	coverag	19
2545	coverdel	3
2546	coverup	1
2547	covic	3
2548	cow	7
2549	coward	2
2550	cowardli	15
2551	cowboy	3
2552	cower	3
2553	cowl	1
2554	cpn	2
2555	crabbi	1
2556	crack	32
2557	crackdown	10
2558	crackl	2
2559	cradl	1
2560	craft	19
2561	crafti	2
2562	cragey	3
2563	craggi	1
2564	craig	13
2565	cram	3
2566	cramp	8
2567	crane	18
2568	cranni	1
2569	crap	1
2570	crash	85
2571	crater	6
2572	crave	2
2573	crawl	9
2574	crazi	7
2575	creak	1
2576	creaki	2
2577	cream	3
2578	creasingli	1
2579	creat	49
2580	creation	5
2581	creativ	2
2582	creator	1
2583	credenc	2
2584	credenti	16
2585	credibl	42
2586	credit	20
2587	creditor	4
2588	cree	1
2589	creed	2
2590	creek	1
2591	creep	5
2592	creepi	1
2593	cremat	4
2594	crematoria	1
2595	crematorium	1
2596	crept	6
2597	crescent	1
2598	crest	2
2599	crestfallen	1
2600	crevic	1
2601	crew	133
2602	crewman	4
2603	crewmemb	5
2604	crewmen	10
2605	cri	38
2606	crime	78
2607	crimefight	1
2608	crimin	105
2609	criminolog	1
2610	crippl	39
2611	crise	14
2612	crisi	54
2613	crisp	3
2614	cristo	1
2615	criteria	2
2616	critic	121
2617	croat	3
2618	croatia	14
2619	croatian	2
2620	croifl	1
2621	croni	18
2622	crook	7
2623	crop	3
2624	crosbi	5
2625	cross	43
2626	crosscourt	7
2627	crossfir	1
2628	crossleg	2
2629	crouch	12
2630	crous	1
2631	crow	1
2632	crowbar	6
2633	crowd	104
2634	crowdpleas	2
2635	crowley	10
2636	crown	8
2637	crucial	21
2638	crucifi	1
2639	crude	1
2640	crue	1
2641	cruel	3
2642	cruelti	3
2643	cruis	16
2644	cruiser	3
2645	cruman	1
2646	crumbl	21
2647	crumpl	3
2648	crusad	4
2649	crush	22
2650	crust	1
2651	crutch	6
2652	cruz	1
2653	crwrc	1
2654	cryptic	1
2655	crystal	2
2656	cs	1
2657	cuba	9
2658	cuban	2
2659	cubanamerican	2
2660	cue	1
2661	cuellar	6
2662	culdesac	1
2663	culmin	8
2664	culpabl	1
2665	culprit	9
2666	cultiv	2
2667	cultur	11
2668	cummin	2
2669	cun	5
2670	cuomo	3
2671	cup	9
2672	cupboard	1
2673	curb	4
2674	curdl	1
2675	cure	1
2676	curfew	10
2677	curios	2
2678	curiou	9
2679	currenc	2
2680	current	38
2681	curriculum	4
2682	curs	4
2683	cursori	1
2684	curt	2
2685	curtail	4
2686	curtain	3
2687	curti	3
2688	curv	3
2689	cush	2
2690	cusp	1
2691	cussin	2
2692	custodi	21
2693	custodian	3
2694	custom	9
2695	customari	2
2696	cut	113
2697	cutback	1
2698	cutigua	1
2699	cutter	7
2700	cw	1
2701	cybercaf	1
2702	cybernet	1
2703	cycl	3
2704	cyclon	1
2705	cylind	1
2706	cylindr	1
2707	cynic	9
2708	cypru	1
2709	cyr	1
2710	czarist	1
2711	czaristera	1
2712	czech	14
2713	czechoslovakian	1
2714	da	2
2715	dad	11
2716	dada	1
2717	dadiv	1
2718	daejung	5
2719	daewoo	5
2720	dagestan	3
2721	dagger	3
2722	daili	29
2723	daja	2
2724	dakota	19
2725	dakotan	1
2726	dakouri	1
2727	dalal	1
2728	dale	2
2729	daley	7
2730	dalla	30
2731	dallasarea	5
2732	dallasbas	2
2733	dallasfort	2
2734	dalworthington	1
2735	dam	1
2736	damag	154
2737	damascu	2
2738	dame	1
2739	damir	3
2740	dammaj	1
2741	damor	1
2742	damp	1
2743	dampen	2
2744	dan	18
2745	dana	2
2746	danah	4
2747	danburi	1
2748	danc	11
2749	dancer	3
2750	dandelion	1
2751	dane	1
2752	danewich	1
2753	danforth	3
2754	danger	103
2755	dangl	2
2756	daniel	19
2757	daniela	6
2758	daniil	2
2759	danni	1
2760	danzig	4
2761	daoud	1
2762	dapist	1
2763	dar	5
2764	darden	1
2765	dare	15
2766	daren	7
2767	dark	28
2768	darken	3
2769	darkhair	2
2770	darl	1
2771	darn	1
2772	darrel	2
2773	dart	1
2774	darwinian	1
2775	daschl	11
2776	dash	4
2777	dashboard	1
2778	data	4
2779	date	11
2780	datelin	7
2781	daughter	54
2782	daughterinlaw	2
2783	daunt	6
2784	dave	18
2785	davenport	44
2786	davi	4
2787	david	58
2788	davidian	2
2789	davidstyl	1
2790	dawn	21
2791	day	460
2792	daybreak	3
2793	daybyday	1
2794	dayeb	1
2795	daylight	4
2796	daytoday	2
2797	dayton	9
2798	daytona	1
2799	daytonhudson	3
2800	daze	4
2801	dazesurvivor	1
2802	dc	14
2803	dcalif	1
2804	dconn	3
2805	dd	1
2806	dday	1
2807	de	17
2808	dea	1
2809	deactiv	2
2810	dead	164
2811	deadli	53
2812	deadliest	16
2813	deadlin	13
2814	deadlock	3
2815	deadon	1
2816	deaf	1
2817	deal	98
2818	dealt	6
2819	dean	5
2820	dear	5
2821	dearborn	1
2822	dearli	3
2823	death	210
2824	deathdefi	1
2825	deathrow	1
2826	debar	1
2827	debat	65
2828	debbi	5
2829	deborah	3
2830	debra	2
2831	debri	47
2832	debt	14
2833	debut	1
2834	dec	48
2835	decad	81
2836	decadesold	2
2837	decay	2
2838	deceas	8
2839	deceit	1
2840	decemb	79
2841	decent	2
2842	decentr	3
2843	decept	1
2844	decibel	1
2845	decid	103
2846	decidedli	1
2847	decis	173
2848	decisionmak	2
2849	deck	44
2850	declar	99
2851	declassifi	2
2852	declin	48
2853	decod	2
2854	decompos	1
2855	decor	2
2856	decrat	2
2857	decre	2
2858	decri	3
2859	ded	1
2860	dedic	9
2861	dedinj	5
2862	dee	1
2863	deed	3
2864	deem	8
2865	deep	42
2866	deepen	5
2867	deeper	3
2868	deepest	1
2869	deepli	23
2870	deepsea	4
2871	deepseat	2
2872	deepwat	6
2873	defac	1
2874	default	2
2875	defeat	143
2876	defect	2
2877	defenc	3
2878	defend	121
2879	defens	153
2880	defer	2
2881	defi	5
2882	defianc	7
2883	defiant	6
2884	defiantli	2
2885	defici	1
2886	deficit	11
2887	defin	7
2888	definit	11
2889	deflat	1
2890	deflect	5
2891	defoli	1
2892	defolt	1
2893	deforest	10
2894	defraud	3
2895	defunct	1
2896	defus	3
2897	degr	1
2898	degrad	4
2899	degre	30
2900	dehuman	1
2901	dehydr	3
2902	del	11
2903	delawar	25
2904	delay	34
2905	deleg	10
2906	delhi	17
2907	deli	1
2908	deliber	15
2909	delic	7
2910	delici	1
2911	delight	5
2912	deliv	36
2913	deliveri	2
2914	dell	1
2915	delsaut	2
2916	delta	9
2917	delus	2
2918	delv	1
2919	demaci	1
2920	demagogu	2
2921	demand	75
2922	demarc	1
2923	demean	1
2924	demeanor	2
2925	dementieva	5
2926	demick	1
2927	demilitar	1
2928	demis	6
2929	democraci	72
2930	democrat	188
2931	democratich	1
2932	demograph	1
2933	demolish	4
2934	demolit	5
2935	demon	4
2936	demonstr	88
2937	demot	2
2938	demur	1
2939	demystifi	1
2940	dengu	1
2941	deni	95
2942	denial	5
2943	denigr	1
2944	denis	14
2945	denisa	3
2946	denn	1
2947	denni	8
2948	denomin	1
2949	denounc	13
2950	dens	4
2951	dent	2
2952	dental	1
2953	denver	21
2954	depart	180
2955	departur	20
2956	depend	34
2957	depict	1
2958	deplan	1
2959	deplet	2
2960	deplor	2
2961	deploy	22
2962	deport	3
2963	deportieren	1
2964	depos	7
2965	deposit	4
2966	depot	4
2967	depress	3
2968	depriv	1
2969	depth	12
2970	deputi	46
2971	dequia	2
2972	derail	1
2973	derelict	1
2974	deriv	3
2975	desai	1
2976	descend	18
2977	descent	9
2978	describ	15
2979	descript	8
2980	desegreg	1
2981	desert	31
2982	desertstyl	3
2983	deserv	15
2984	deservedli	2
2985	design	34
2986	designe	1
2987	desir	15
2988	desirepaulin	1
2989	desist	3
2990	desk	6
2991	desol	1
2992	despair	6
2993	desper	39
2994	despic	12
2995	despis	3
2996	despot	1
2997	destabil	3
2998	destin	10
2999	destini	1
3000	destitut	1
3001	destroy	227
3002	destruct	27
3003	desvid	1
3004	detach	3
3005	detail	89
3006	detain	31
3007	detaine	2
3008	detat	7
3009	detect	14
3010	detector	1
3011	detent	10
3012	deter	15
3013	deterg	1
3014	deterior	11
3015	determin	101
3016	deterr	2
3017	detest	1
3018	deton	30
3019	detour	4
3020	detritu	1
3021	detroit	3
3022	deuc	12
3023	deutch	8
3024	deutsch	1
3025	devast	58
3026	devastatingli	1
3027	develop	97
3028	deviat	1
3029	devic	15
3030	devilish	1
3031	devis	1
3032	devot	15
3033	devour	2
3034	devoutli	1
3035	dewat	2
3036	dewin	2
3037	dga	2
3038	dhabi	4
3039	dhahran	12
3040	dharan	1
3041	dhingra	1
3042	dhrumal	1
3043	diabak	1
3044	diagnos	5
3045	diagnosi	1
3046	diagnost	1
3047	diagnostico	1
3048	diagram	1
3049	dialect	1
3050	diallo	2
3051	dialo	3
3052	dialogu	8
3053	diamet	3
3054	diamond	3
3055	dian	2
3056	diann	3
3057	diari	1
3058	diarrhea	2
3059	diaz	2
3060	dick	36
3061	dickinson	1
3062	dictablanda	1
3063	dictadura	1
3064	dictat	29
3065	dictatori	3
3066	dictatorship	10
3067	diction	4
3068	dictionari	1
3069	dictment	1
3070	didnt	128
3071	die	192
3072	diego	5
3073	dienstbier	2
3074	diesel	2
3075	diet	3
3076	differ	47
3077	difficult	84
3078	difficulti	21
3079	diffus	1
3080	dig	49
3081	digest	1
3082	digger	3
3083	digit	2
3084	dignitari	5
3085	digniti	8
3086	dilapid	1
3087	dilemma	4
3088	dilfer	1
3089	dilig	1
3090	dilut	1
3091	dime	1
3092	dimens	2
3093	diminish	5
3094	diminut	1
3095	dimitr	1
3096	dimitri	2
3097	dimmer	1
3098	dina	1
3099	dinar	2
3100	dind	3
3101	dine	8
3102	dinghi	4
3103	dingi	1
3104	dinh	2
3105	dinkic	3
3106	dinner	10
3107	dioulo	1
3108	dip	2
3109	diplomaci	8
3110	diplomat	69
3111	diplospeak	4
3112	dire	1
